score,type,episodes,studio1,studio2,source,rating,members,duration_mins,action,adventure,comedy,drama,fantasy,historical,kids,magic,mecha,romance,school,sci_fi,shounen,slice_of_life,supernatural,start_year,num_studios,num_years_running
NA,TV,13,NA,NA,Original,G - All Ages,55,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2008,0,0
NA,TV,11,NA,NA,Original,G - All Ages,72,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2007,0,0
NA,TV,11,NA,NA,Original,G - All Ages,90,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2007,0,0
NA,Special,2,NA,NA,Original,G - All Ages,45,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2007,0,NA
7.56,TV,11,Other,NA,Novel,PG-13 - Teens 13 or older,220520,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,0
5.23,ONA,12,Other,NA,Original,PG-13 - Teens 13 or older,3922,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2020,1,0
NA,ONA,2,NA,NA,Original,G - All Ages,121,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2019,0,NA
NA,ONA,NA,Other,NA,Other,PG - Children,643,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,1,NA
NA,TV,11,NA,NA,Original,G - All Ages,56,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,0
NA,ONA,15,NA,NA,Original,G - All Ages,67,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2007,0,1
NA,TV,13,NA,NA,Original,G - All Ages,59,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2008,0,0
NA,TV,26,NA,NA,Original,G - All Ages,55,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2008,0,0
NA,TV,NA,NA,NA,Other,PG-13 - Teens 13 or older,10273,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2021,0,NA
5.95,Movie,10,NA,NA,Original,PG-13 - Teens 13 or older,1407,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019,0,NA
NA,Special,7,NA,NA,Original,G - All Ages,44,0.5166666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007,0,NA
6.12,ONA,2,NA,NA,NA,PG-13 - Teens 13 or older,1583,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,0,0
6.28,Special,2,NA,NA,Manga,PG-13 - Teens 13 or older,682,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2003,0,0
NA,ONA,16,NA,NA,Game,PG - Children,64,NA,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2019,0,1
6.78,OVA,NA,NA,NA,Manga,Rx - Hentai,3765,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,NA
NA,Special,6,NA,NA,Original,PG-13 - Teens 13 or older,250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,0,NA
6.74,ONA,5,Toei Animation,NA,Original,G - All Ages,3302,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2020,1,0
6.78,ONA,48,Other,NA,Manga,PG-13 - Teens 13 or older,503,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,1,0
5.96,ONA,NA,Other,NA,Game,Rx - Hentai,1161,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,NA
5.29,ONA,NA,NA,NA,Game,Rx - Hentai,883,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,NA
NA,ONA,22,Other,NA,Manga,PG-13 - Teens 13 or older,308,15,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2019,1,1
7.5,ONA,17,Other,Other,Novel,PG-13 - Teens 13 or older,2028,18,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2020,2,0
NA,ONA,NA,NA,NA,Manga,NA,271,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,NA
NA,ONA,NA,NA,NA,Manga,NA,786,NA,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,NA,0,NA
6.62,ONA,12,NA,NA,Manga,PG-13 - Teens 13 or older,2497,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2020,0,1
6.95,ONA,12,Haoliners Animation League,NA,Novel,PG-13 - Teens 13 or older,3118,24,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2020,1,0
7.05,TV,12,Other,NA,Manga,PG-13 - Teens 13 or older,232181,23,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2020,1,0
5.2,OVA,NA,NA,NA,Manga,Rx - Hentai,1703,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,NA
6.93,OVA,NA,PoRO,NA,Original,Rx - Hentai,3586,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,NA
NA,ONA,10,Other,NA,Manga,NA,55,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2021,1,0
6.86,OVA,2,NA,NA,Novel,Rx - Hentai,4012,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,0
7.64,OVA,2,Other,NA,Manga,Rx - Hentai,9262,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,0
NA,TV,NA,Other,NA,Other,NA,13159,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021,1,NA
7.02,TV,24,Other,NA,Manga,PG-13 - Teens 13 or older,12603,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2020,1,0
NA,TV,NA,NA,NA,Other,G - All Ages,84,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2020,0,NA
NA,TV,26,NA,NA,Original,PG - Children,60,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2017,0,0
NA,Movie,3,NA,NA,Other,PG-13 - Teens 13 or older,149,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,0,NA
5.54,OVA,2,NA,NA,Manga,Rx - Hentai,1949,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,0
6.41,TV,25,OLM,NA,Original,PG-13 - Teens 13 or older,1932,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,0
6.46,ONA,12,Haoliners Animation League,NA,Manga,PG-13 - Teens 13 or older,1727,7,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2020,1,0
NA,ONA,NA,NA,NA,Manga,PG-13 - Teens 13 or older,851,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2020,0,NA
6.86,TV,12,Other,NA,Novel,PG-13 - Teens 13 or older,85100,23,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2020,1,0
5.88,TV,8,Other,NA,Manga,R+ - Mild Nudity,18091,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,1,0
6.83,TV,13,Production I.G,NA,Manga,R - 17+ (violence & profanity),158196,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2020,1,0
NA,TV,10,Other,NA,Manga,G - All Ages,223,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,1,0
7.07,TV,13,MAPPA,NA,Manga,PG-13 - Teens 13 or older,480227,23,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2020,1,0
6.46,TV,12,Other,NA,Original,PG-13 - Teens 13 or older,18583,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,1,0
6.48,TV,12,A-1 Pictures,NA,Original,NA,31733,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,0
6.07,ONA,NA,NA,NA,Game,Rx - Hentai,1422,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,0,NA
6.45,TV,12,Other,NA,Manga,PG-13 - Teens 13 or older,132579,23,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2020,1,0
5.42,TV,NA,OLM,Other,Game,PG-13 - Teens 13 or older,1388,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,2,NA
NA,TV,NA,Other,NA,Other,NA,387,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2020,1,NA
NA,TV,NA,Other,NA,Original,PG - Children,160,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2020,1,NA
7.96,TV,12,Other,NA,Manga,PG-13 - Teens 13 or older,317474,23,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2020,1,0
6.53,TV,12,LIDENFILMS,Other,Novel,PG-13 - Teens 13 or older,61416,23,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2021,2,NA
6.67,OVA,NA,NA,NA,Manga,Rx - Hentai,2374,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,NA
6.4,OVA,NA,PoRO,NA,Novel,Rx - Hentai,2805,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,NA
5.74,ONA,26,Other,NA,Novel,PG-13 - Teens 13 or older,2163,0.7333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,0
6.02,TV,24,Other,NA,Original,PG-13 - Teens 13 or older,889,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,0
NA,TV,NA,Other,NA,Manga,PG-13 - Teens 13 or older,49726,NA,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2021,1,NA
NA,TV,NA,NA,NA,Manga,G - All Ages,164,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2020,0,NA
5.29,TV,52,TMS Entertainment,NA,Original,PG - Children,1728,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,1,NA
7.1,ONA,160,Other,NA,Novel,PG-13 - Teens 13 or older,1338,8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2020,1,NA
NA,ONA,13,NA,NA,Original,G - All Ages,79,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019,0,1
NA,TV,52,NA,NA,Original,PG - Children,40,12,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2009,0,NA
6.3,ONA,19,NA,NA,Original,G - All Ages,482,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,NA
NA,TV,12,NA,NA,Other,PG-13 - Teens 13 or older,913,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,0,0
7.75,TV,12,Studio Pierrot,NA,Original,R - 17+ (violence & profanity),202536,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,1,0
6.3,ONA,NA,NA,NA,Original,PG - Children,1904,12,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2020,0,NA
NA,TV,13,NA,NA,Original,PG-13 - Teens 13 or older,539,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2020,0,NA
NA,Movie,7,NA,NA,Original,G - All Ages,42,0.6833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,0,NA
5.56,ONA,13,Other,NA,Manga,PG-13 - Teens 13 or older,3592,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,0
NA,TV,NA,J.C.Staff,NA,Novel,NA,13176,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2021,1,NA
NA,TV,NA,A-1 Pictures,NA,Novel,NA,19269,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2021,1,NA
NA,TV,NA,Other,NA,NA,PG - Children,79,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2020,1,NA
NA,TV,NA,NA,NA,Novel,R - 17+ (violence & profanity),54581,NA,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA
5.19,TV,9,Other,NA,Manga,R+ - Mild Nudity,16850,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2020,1,0
NA,NA,NA,NA,NA,Manga,PG-13 - Teens 13 or older,61371,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,0,NA
7.18,Movie,3,Other,NA,Manga,PG-13 - Teens 13 or older,126614,21,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2020,1,NA
NA,TV,24,Other,NA,Other,G - All Ages,553,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2020,1,0
NA,OVA,6,NA,NA,Original,PG - Children,85,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1989,0,2
NA,ONA,6,NA,NA,Original,PG-13 - Teens 13 or older,228,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,0
NA,TV,NA,Other,NA,Novel,PG-13 - Teens 13 or older,81377,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2021,1,0
NA,TV,NA,Other,NA,Manga,PG-13 - Teens 13 or older,62412,NA,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2021,1,NA
7.16,TV,24,Studio Deen,NA,Manga,PG-13 - Teens 13 or older,155269,24,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2021,1,NA
NA,TV,100,NA,NA,Novel,NA,44,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1999,0,1
NA,NA,NA,NA,NA,Game,PG-13 - Teens 13 or older,21912,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,NA,0,NA
NA,ONA,NA,NA,NA,Manga,NA,277,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2021,0,NA
NA,Special,6,NA,NA,Original,G - All Ages,87,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1981,0,1
NA,ONA,12,Other,NA,Original,G - All Ages,110,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2020,1,0
6.9,ONA,32,NA,NA,Manga,NA,2097,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2020,0,0
6.25,OVA,2,NA,NA,Novel,Rx - Hentai,2507,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,0
NA,TV,NA,NA,NA,Novel,PG-13 - Teens 13 or older,48936,23,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2022,0,NA
6.73,TV,12,Other,NA,Game,PG-13 - Teens 13 or older,5849,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,NA
5.33,TV,NA,J.C.Staff,NA,Other,NA,6023,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,NA
NA,TV,NA,NA,NA,Other,G - All Ages,61,10,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,2020,0,NA
7.38,ONA,12,Other,NA,Novel,PG-13 - Teens 13 or older,1472,25,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2020,1,0
NA,TV,NA,Brain's Base,Other,Original,G - All Ages,461,24,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2020,2,NA
NA,TV,NA,NA,NA,Game,PG-13 - Teens 13 or older,18262,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA
NA,Music,2,Other,NA,Original,G - All Ages,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,0
NA,ONA,NA,NA,NA,Game,G - All Ages,60,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2020,0,NA
6.39,ONA,6,Other,NA,Game,PG - Children,980,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020,1,0
NA,TV,12,J.C.Staff,NA,Manga,NA,3635,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2021,1,NA
5.9,TV,13,Toei Animation,NA,Original,PG - Children,2772,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,0
NA,TV,NA,NA,NA,Original,PG-13 - Teens 13 or older,42114,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,NA
6.22,TV,11,Studio Deen,NA,Novel,PG-13 - Teens 13 or older,12505,23,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2021,1,0
5.66,TV,12,Other,Other,Manga,PG-13 - Teens 13 or older,9296,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,2,0
NA,TV,NA,Bones,NA,Manga,PG-13 - Teens 13 or older,231671,NA,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2021,1,NA
NA,NA,NA,Other,Other,Manga,NA,6719,NA,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2022,2,NA
NA,TV,NA,Other,NA,Original,PG-13 - Teens 13 or older,5511,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,NA
7.93,ONA,12,NA,NA,Manga,PG-13 - Teens 13 or older,7452,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2020,0,0
7.33,TV,13,Other,NA,Manga,R - 17+ (violence & profanity),161644,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2020,1,0
NA,TV,NA,Other,Other,Novel,PG-13 - Teens 13 or older,85667,NA,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2021,2,NA
NA,ONA,12,Other,NA,Original,PG-13 - Teens 13 or older,873,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,1,0
NA,ONA,26,NA,NA,Manga,PG-13 - Teens 13 or older,568,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,0
NA,TV,104,NA,NA,Original,G - All Ages,75,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2019,0,0
NA,TV,26,NA,NA,Original,G - All Ages,137,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2020,0,NA
6.65,OVA,6,Production I.G,NA,Original,PG-13 - Teens 13 or older,5135,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2020,1,NA
6.66,ONA,6,Doga Kobo,NA,Manga,PG-13 - Teens 13 or older,17169,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2020,1,0
NA,TV,52,NA,NA,Original,PG - Children,73,11,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2017,0,1
NA,TV,100,J.C.Staff,NA,Manga,PG - Children,215,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2020,1,0
6.52,ONA,10,Other,NA,Other,G - All Ages,3482,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2020,1,1
7.57,TV,13,LIDENFILMS,NA,Manga,PG-13 - Teens 13 or older,123446,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,NA
NA,TV,NA,J.C.Staff,NA,Novel,NA,15032,NA,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2021,1,NA
NA,Movie,3,Production I.G,Other,Original,PG-13 - Teens 13 or older,1897,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2020,2,NA
NA,ONA,12,NA,NA,Manga,R - 17+ (violence & profanity),1,NA,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,NA
6.76,TV,12,Other,NA,Manga,NA,35781,23,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2021,1,NA
NA,TV,16,Toei Animation,NA,Other,PG - Children,78,19,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2018,1,1
NA,TV,13,Toei Animation,NA,Other,PG - Children,66,19,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2019,1,0
NA,TV,13,Toei Animation,NA,Other,PG - Children,67,19,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2020,1,0
6.49,TV,12,Other,NA,Manga,PG-13 - Teens 13 or older,59773,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2020,1,0
6.82,ONA,12,Other,NA,Novel,PG-13 - Teens 13 or older,915,20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,1,0
6.05,OVA,NA,NA,NA,Novel,Rx - Hentai,1472,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,NA
5.91,OVA,2,NA,NA,Manga,Rx - Hentai,2238,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,0
6.41,ONA,56,NA,NA,Original,PG-13 - Teens 13 or older,915,8,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,2020,0,0
NA,TV,10,Other,NA,Other,NA,790,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2020,1,0
NA,TV,NA,Other,NA,Manga,NA,3163,NA,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,1,NA
NA,TV,NA,Other,NA,Other,G - All Ages,75,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2020,1,NA
NA,OVA,2,AIC,NA,Original,NA,132,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1994,1,NA
5.73,OVA,2,Other,NA,Novel,Rx - Hentai,1204,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,1
NA,TV,NA,Madhouse,NA,Manga,NA,984,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2021,1,NA
5.58,TV,26,OLM,Other,Game,NA,41180,24,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2020,2,NA
NA,ONA,2,Other,Other,Manga,PG-13 - Teens 13 or older,1101,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2021,2,0
7.59,OVA,NA,NA,NA,Manga,Rx - Hentai,8144,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,0,NA
NA,ONA,NA,NA,NA,Original,PG - Children,245,0.7333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019,0,NA
6.85,ONA,NA,Other,NA,Novel,PG-13 - Teens 13 or older,887,11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2020,1,NA
6.47,TV,12,Other,NA,Novel,PG-13 - Teens 13 or older,122606,24,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2021,1,NA
6.86,TV,24,Sunrise,NA,Original,PG-13 - Teens 13 or older,77864,24,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,2020,1,NA
NA,ONA,NA,Other,NA,Original,PG-13 - Teens 13 or older,98,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA
NA,ONA,12,Other,NA,Original,PG - Children,517,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,1,0
NA,ONA,NA,Other,NA,Manga,NA,2992,NA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,1,NA
6.82,ONA,12,Other,NA,Novel,PG-13 - Teens 13 or older,1431,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,0
6.7,ONA,12,Other,NA,Novel,NA,1326,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,1,0
NA,ONA,NA,Other,NA,Original,NA,166,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,NA
NA,ONA,NA,NA,NA,Novel,NA,3036,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,0,NA
NA,ONA,16,NA,NA,Game,PG-13 - Teens 13 or older,384,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,0
7.27,ONA,52,Other,NA,Novel,PG-13 - Teens 13 or older,3260,NA,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2020,1,NA
6.86,TV,12,Other,NA,Original,PG-13 - Teens 13 or older,161314,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2020,1,0
NA,TV,NA,Other,Other,Manga,NA,12283,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2021,2,NA
NA,TV,4,NA,NA,Original,G - All Ages,104,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2020,0,0
NA,ONA,NA,Other,NA,Manga,PG-13 - Teens 13 or older,156,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2020,1,NA
6.38,OVA,2,NA,NA,Manga,Rx - Hentai,4044,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,0
NA,TV,60,Other,NA,Original,PG - Children,50,16,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2015,1,NA
6.25,ONA,4,Other,NA,Manga,PG-13 - Teens 13 or older,581,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020,1,0
6.93,OVA,NA,NA,NA,Manga,Rx - Hentai,3807,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,0,NA
NA,ONA,10,Other,NA,Original,NA,328,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2016,1,3
NA,ONA,10,Other,NA,Original,NA,368,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2019,1,0
5.69,ONA,4,Other,NA,Original,PG-13 - Teens 13 or older,1730,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2020,1,0
NA,ONA,NA,NA,NA,Original,G - All Ages,73,0.11666666666666668,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019,0,NA
NA,TV,NA,NA,NA,Other,G - All Ages,89,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA
NA,ONA,13,Other,NA,Game,PG-13 - Teens 13 or older,155,16,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2018,1,0
NA,TV,NA,Other,Other,Game,NA,2365,NA,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,2021,2,NA
NA,TV,NA,NA,NA,Novel,NA,3524,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,NA
6.13,ONA,40,Other,NA,Manga,PG-13 - Teens 13 or older,364,10,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2020,1,0
NA,TV,132,DLE,NA,Manga,G - All Ages,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020,1,0
NA,Special,NA,NA,NA,Original,G - All Ages,50,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,0,NA
NA,ONA,6,NA,NA,Manga,PG-13 - Teens 13 or older,71,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,1
NA,ONA,12,Other,NA,Novel,R - 17+ (violence & profanity),190,20,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,1,0
5.89,OVA,NA,NA,NA,Original,Rx - Hentai,2010,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,NA
NA,Special,2,NA,NA,Other,PG-13 - Teens 13 or older,184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,0,0
NA,TV,52,Other,NA,Original,PG - Children,53,12,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2017,1,0
NA,TV,4,Other,NA,Original,PG-13 - Teens 13 or older,534,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2020,1,0
NA,TV,52,Other,NA,Original,PG - Children,65,12,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2018,1,0
NA,ONA,70,NA,NA,Original,PG - Children,57,12,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2020,0,NA
NA,ONA,13,NA,NA,Original,PG-13 - Teens 13 or older,611,21,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2020,0,0
NA,ONA,12,NA,NA,Game,PG-13 - Teens 13 or older,198,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,0,0
NA,ONA,12,NA,NA,Game,PG-13 - Teens 13 or older,165,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,0,1
NA,ONA,12,Other,NA,Novel,PG-13 - Teens 13 or older,416,17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2020,1,0
NA,ONA,NA,NA,NA,Game,PG-13 - Teens 13 or older,236,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019,0,NA
